score,content
1,"setiap jam 12 malam keatas sulit transfer sering banget gangguan sistem,dan itu hampir setiap hari"
1,aplikasi sering eror gak jelas .TF sering gagal
1,kebnyakan pemeliharaan jadi gk bisa transak si di waktu membutuhkan
3,kurang lancar
1,jelek banget bank ini masak setiap hari gangguan
2,problem mulu. bukanya lama banget padahal jaringan kenceng
3,heran udh 2 hari ini tiap malam pemeliharaan mulu...
3,"eq Aja es srdss di vee jig,r bgt TF. cff FC CG u😎😎😚😗1️⃣1️⃣1️⃣2️⃣6️⃣5️⃣5️⃣🅰️🅰️🅰️🅰️🅰️🅰️🅰️🅰️🅰️🅰️1 www ni www www q11q www see es di red www"
5,kok GK muncul pinjamannya transaksi setiap hari
1,"ngga jelas masa gua tarik tunai di mesin pake kartu trus bacaannya maaf untuk sementara waktu kartu ini tidak dapat bertransaksi tapi di cek di mbangking saldonya kepotong dan notifnya transaksi tarik tunai berhasil,tapi gua ngga Nerima duitnya ataupun struknya"
5,"untuk saat ini tidak ada kendala apapun di aplikasi Livin bagus dan mudah dipahami, kalau bisa tambakan notifikasi dong min ketika ada uang masuk/keluar kaya aplikasi brimo"
5,cepet mudah keren
1,"sehabis instal ini verifikasi wajah udah 20kali gagal semua. dasar aplikasi asuuiii, begok bner dah pencipta ini apk banyak mempersulit. verifikasi wajah aja hampir 1 jam gak berhasil berhasil."
1,gimana uang saya kembali gak?
5,sangt baik dan sngt membantu ber transaksi
1,aplikasi g ngebantu banget masa pas masuk malah keluar sendiri
2,eroorr livin
5,sabgat mrmbantu dan memuaskan
5,mantaaap
1,udah keberapa kali ini diupdate terus mana lama lagi
3,kenapa sering tiba tiba saat di tekan tombol sidik jari langsung tiba tiba keluar sendiri ya? mohon bantuanya
1,mau masuk susah banget sih gagal terus.otp nya tidak bisa di ok kan .
1,"Mau login , verifikasi wajah pas bagian kedipkan mata gak kelar"" sampe pegel mata gua gak bisa"""
1,"aplikasi sangat buruk....disaat LG butuh gak bisa di buka....loadingnya lama banget...padahal pakai android 14.kuota penuh,signal fuul. bener2 sangat kecewa"
3,"kenapa livin sayabtidka bisa login lagi, selalu ganguan sistem, padahal udah di perbaharui loh, livin tolong lwrbaiki lagi sistem ya"
1,kenapa tiba² saldo saya kepotong tidak notifikasi
2,Update yg sekarang kurang bagus. kalau selesai nelfon selalu gak bisa terbuka livinnya
1,livin tolol verifikasi muka gagal terus pegel dan panas mata gua liat layar keba radiasinya
1,ga bisa bkin aplikasi mending ga usah
1,ini Livin by mandiri apakah setiap hari ya pemeliharaan ? repot bgt setiap hari pemeliharaan. susah mau belanja..... woy mandiri !!!
1,kenapa saya tidak bisa login ke apk.
3,"susah sekali buat ambil foto selfinya, tdk semudah dgn nbanking lainnya 😭😭😭"
1,"tolong dong, untuk menu power cash di CC nya di munculin lg, karena saya sebagai nasabah kesulitan jika ada kebutuhan mendesak."
2,beberapa hari ini buka livin lemot nanti kalo udah cepet kasih bintang 5
5,saya terkendala untuk pembuatan rekening
2,ko ga bisa di buka
1,aplikasinya ribet tidak user friendly
5,good
1,kacau ini app livin masa sudah daftar tdk bisa masuk app keluar ...payah
1,Setelah update eror
1,apk lelet dibuka ngeleg
5,👍👍👍👍
5,bagus
1,lemot parah
1,kecewa bgt tiba² kepotong otomatis 60 ribu mna gada pemberitahuan diawal
1,Aplikasi keuangan yg terburuk. Sering keluar sendiri (bug2 terus). Wkt modelan yg lama nggak seperti ini. Aplikasi taik.
5,transaksi gampang dan cepat dengan livin mandiri
1,mau login dan verifikasi debit aplikasi sedang error sudah dua Minggu saya coba seperti itu terus
4,Selama ini puas pelayanan. Cuman Pagu Kartu Kredit kecil
5,sangat mudah untuk pembukaan rekening oob
5,aplikasi memudahkan transaksi
5,ok
1,Mbanking mandiri t*L*l menghubungkan ulang menghubungkan ulang terus !!!!!!!! sinyal kuat wifi kuat ! bikin emosi aja pagi2 ! udah buru2 gak bawa chas mau masuk aja susahnya minta ampun ! WOYYYYYYYYY KERJA INI BENERIN LAYANAAN LIVIN NYA !!!!
5,ok
1,"saya mendapatkan kendala Livib RPT-02 dan sudah membuat pelaporan by Callcenter dan Email, namun sudah lebih dari 2 hari kerja dan masi masalah RPT-02"
1,aneh Livin ini.Dia bilang kalau nggak bisa dibuka karena melakukan panggilan telepon.Padahal aku nggak lagi nelpon.Sampai saya bekukan semua aplikasi tetap saja nggak bisa dibuka.livin tambah lama tambah aneh
3,kenapa kalo lokasi nyala keluar sendiri aplikasinya?
1,"Minus di aplikasi ini kenapa setiap baca kartu emoney langsng terbaca tapi ketika update saldo emoney setelah pengisian gagal terus, padahal terkadang kita perlu kecepatan update saldo apa lagi ketika sedang bayar etolll,akhirnya saldo bank terpotong tp isi emoney ngga nambah, jadi bikin kecewa hal seperti ini tidak tau terjadi di hp saya saja atau terjadi di semua hp, cuma kendala ini selalu terjadi pada saat pengisian emoney mohon pada saat update bisa di perbaiki sistem nya"
5,ke sawah paling rajin
5,cakep
5,transaksi lebih mudah pake aplikasi ini..
5,gak ribet
1,ribet
5,livin mandiri apk yg bnyak manfaat dlm bertransaksi
4,"admin.mau nanya nih,kenapa ya kartu debit saya tidak bisa di gunakan? dari awal buat.saya belom pernah pake kartu debitnya,pas mau di pake transaksi tidak bisa di gunakan"
1,transferan dari jam 1 malam sampe sekarang belum masuk juga busuk amat
5,sangat baik
5,terimakasih
1,"saya sedang ada tugas di pelosok daerah, tidak ada bank cabang di sana tapi ada mesin ATM, ingin mengambil uang tapi akun Livin malah di blokir, padahal tidak terlibat judol atau apalah...sepertinya memang harus pindah bank"
5,terimakasih
1,lemot
2,"jelek klo jm"" malam suka maintenance gk ada pemberitahuan.. & bukan makin baik.. malah tambah lemot.."
1,"setiap mlm selalu ngga bisa dibuka, ngeselin bngt ni bank, mending pake Ewallet"
5,mantap
1,Lelet loading tolong lah di perbaiki sprt bank bca bri cepat simpel
5,Saya butuh pinjaman
1,buruk terlalu banyak maintanance
2,parah sering tidak bisa transfer sering gangguan
1,"knp Livin by mandiri Tdk bisa d buka,katanya permintaan TDK dpt d proses, padahal sebelum hp nya k reset,bisa d buka dan d gunakan,apa penyebabnya"
5,sangat bagus
5,cocok buat main judol
1,lwt jam 8 malam ga bisa topup sama transfer anehh
4,kenapa udah d perbarui no rek malah gk ada soalnya lupa save mau isi saldo jd gk bisa harus ke bank dulu kasih solusi
5,sangat cocok
5,ka HP aku yg dulu ada apk livin nya rusak dan niat hati saya login ke akun livin saya yg lama apakah bisa soalnya nomor yg saya paki buat daftar dulu sudah mati
2,"saat ingin membuka aplikasi selalu berada dalam panggilan padahal sedang tidak dalam panggilan apapun, tolong diperbaiki kedepannya🙏"
5,mantap sukses terus
5,sangat membantu
5,sangat membantu dengan mudah🧐🙏🤗🤗👍👍
1,"saya lupa password sandi dan ingin mengati password saya tapi dia meminta masa exp dan cvv kartu sedangkan saya sudah tidak bisa membuka Livin untuk melihat nya,,,jadi uang saya terkunci di aplikasi ini"
5,"apapun mudh dan lengap, saya suka saya suka"
3,the cook Ys zzo*yg £
1,kenapa sih harus sering diperbaikan² mulu setiap kali buka
1,ini kenapa keluar mulu dah!
1,"Kecewa dengan kinerja mantri lapangan mandiri, bisa bisa nya manfaatkan untuk bikin download aplikasi mandiri biar dapet poin tambahan, sedangkan saya dengan pengajuan pinjaman tidak ditindaklanjuti tidak ada respon meski di WhatsApp, sedangkan transaksi daftar uang mengedap 25rb dari transaksi 100. adeuhhh politik bank dan mantri tidak bener beda sama bank BRI. disangka saya org awan, org saya mantan sales jadi saya tau soal ini. sungguh kecewa, semoga segera diganti itu mantrinya"
2,"dikit"" biaya tf."
5,bgus apk ya
1,perasaan bank lain apa apa dibuat simpel dah ini bank mandiri apa apa dibuat ribet cuman gr gr ganti perangkat doang transfer jadi gagal dan akun gw gak bisa diakses dan ini disuruh hubungi mandiri call center atau ke banknya langsung hadeh ngeribetin banget woi
5,sangat bagus
5,apa hp Oppo a78 5g nggak support k Livin mandiri
2,Saat verikasi wajah susah dan saat sdh berhasil ganti keterangan buat paswoord yg berbeda padahal sdh coba ganti paswoord baru 5x tetap saja tidak bisa di buka. Mohon di perbaiki kembali agar nasabah lbh di permudah bukan di persulit.tks
1,"login susah , awal download gak ada halaman login , kartu gak ada , di suruh login pakai kartu,. kan tolol , buat apa buat id sama sandi kalau login pakai kartu."
5,mantap
1,pas mau dibuka error mulu blgnya hp ga support lah apa lah
5,livin by mandiri the best 👍
4,"tau"" mbanking saya ke blokir, pdhl aktifatas terus"
3,tidak memuaskan
1,sudah 4 hari belum bisa buka aplikasinya
1,ini yang bikin apk ga niat ya login aja ga bisa data banyak sampe sampe gw instal ulang ni hp 3x Masi aja eror ni mbangking
5,nice
1,pas daftar sudah punya kartu kenapa layanan tidak tersedia untuk sementara udah 1 Minggu saya coba terus masih aja GK bisa
1,bayar qr sering gagal. kalah sama bank yg baru muncul. makin jelek mandiri
4,"perasaan livin mau diupdate mulu sumpah keganggu bgt rasanya karena penyimpanan HP aku tuh kecil bgt, dan update slalu gagal karena bermasalah di penyimpanan"
1,"lelet dan lambat penangan nasabah lewat email,udah 2minggu kasik waktu,masih minta tambahan waktu,disuruh nunggu sampek 1th baru kelar."
1,"Tiap hari ada aja potongannya ,tidak bisa untuk menyimpan uang"
5,bagus aplikasi nya tapi tolong buat hapus transaksi nya min
5,Nice
2,"aplikasi nya tiba2 aja gak bisa di buka, minta pembaruan kata sandi, giliran udah d ganti eh malah ke blokir, tolong dong min apk. nya di perbaiki lagi"
1,makan itu bintang 1 nggak jelas apk nya
5,cocok untuk membantu proses pembayaran
3,"notif uang keluar masuk tidak ada, app sering logout tiba"" buat developer solusinya ditunggu segera tks."
1,"gk bisa login, masukin nomornkartu mulu masukkan password baru selfie paswrod baru selfie pin paswrod baru.. gtu aja sampek kiamat... 🥲 kesel gw..."
5,ok bagus
5,terima kasih Mandiri
2,paraaaah sering g muter
4,"aplikasi Livin kenapa kalo dibuka selalu nge blank ya, gak muter lama banget hampir tiap saat pas buka begitu, jadi KLO buru2 mau bayar qris itu kaya udah gemeteran gak bisa kebuka, mana kadang lagi gak bawa uang cash . tolong diperbaiki ya sistem nya KLO masalah sinyalnya lancar koq gak masalah, tapi emang aplikasi Livin yg bermasalah. terimakasih"
1,apa masalah livin mandiri ini...belakangan ini agak aneh
1,"pelayanan satpam di bank mandiri, Alamat: Jl. Yos Sudarso No. 25 sangat menyinggung. sibuk main hp, ketawa tidak jelas, ekspresi melayani custumer jutek"
1,"apa juga di update terus perasaan sama aaja, menyulitkan org aja"
5,MANDIRI BAGUS
5,ok banget
1,"main blokir saldo aja,"
5,selamat ft t mulai dari we
2,sering eror aplikasinya
5,sangat bagus
5,sangat membantu
5,"Ini gimana sih,tiap mau vermuk gagal mulu,udah berhari hari,coba verifikasi wajah gagal maning gagal maning😕 padahal udah punya kartu debit, sungguh apk yg tidak ada gunanya,ulasan nya aja kebanyakan negatif"
1,kartu rekening blokir kecewa 😭😭😭😭
3,lemot banget
5,bagus
5,"app nya cukup membatu dari segala segi, tidak harus datang ke bank kalau hanya untuk mengirim anak duit jajan.. cukup buka app dari rumah aja bisa transfer ke berbagai bank seluruh indo kayak nya.."
1,ini apk jadi susah amat dibuka loading terus kaga ada perubahan
2,ini kenapa ya livin kq tiba² dibuka ngga bisa loading lama banget trs malah keluar aplikasi.. berulang kali seperti itu
2,aplikasi macam ini hampir Tiap-tiap bulan minta di update 😌😔
5,mantap
3,"min, kartu atm fisiknya di laporan sudah sampek ke lamat tujuan, tp saya belum terima kartunya, sedangkan alamat sudah sesuwai yang saya tempati, takurnya di berikan nama saya yang sama"
4,km jmik u oo
3,"Bug Sistem, di aplikasi tidak dapat menghapus DAFTAR TRANSFER yang tersimpan, banyak Nomer Rekening yang tersimpan duplicate."
5,siiip daah
5,Tolong update agar di notifikasi mutasi menyertakan informasi jelas seperti nama pengirim. setidaknya ada pengaturan apakah akan menampilkan nama atau tidak.
5,sangat bermanfaat sekali
5,mempermudah proses transaksi
1,"saldo hilang hilang sendiri , riwayat transaksi administrasinya beruntun padahal gak ngapai ngapain . anehhhpadah sdh makai lama lo"
5,info selalu ter update
3,Selamat pagi Livin by mandiri bagaimana ini kenapa mau masuk tidak bisa padahal berharap bisa agar gaji masuk bisa tau 😓 kita yang bekerja di perusahaan sawit juga butuh pengetahuan jika uang masuk rekening. Tetapi ini pas mau daftar tidak bisa!! Selalu di bilang... Proses belum dapat di lakukan harus buka kartu Debit ke mesin ATM dulu? kita yang pemakaian di sawit susah jauh dari kota untuk cari mesin ATM tolong dong jangan di persulit 🙏🏼😇 Terimakasih 🙏🏼😴
1,"anjir banyak biaya sekarang mandiri, ke dana aja bayar biasa nya engga"
5,aplikasi nya bagus uang yg tersimpan aman setiap transaksi itu selalu di sertakan bukti transaksi nya best Livin by mandiri 🔥❤️❤️❤️❤️
1,Aplikasi Livin By Mandiri kenapa ga bisa di buka selalu ada tulisan Livin By Mandiri selalu berhenti
1,"Makin hari,ini aplikasi tambah parah. Banyak yg berkomentar di aplikasi ini. Mau login ja, keluar sendiri dri aplikasinya. Hadeeh, parah parah parah."
5,mantap
1,sya mau buat live buat gajihan ko ga bsa. katanya udah terdaftar. padahal sya blum pernah daftar. cuma di ksih pemerintah dri bpnt mandri tpi knah ga bsa buat transaksi
5,mudah dan tidak ribet
5,transaksi semakin mudah
5,"selalu susah kalo mau di buka, knp??"
5,zxjaewets d💪🏻xcd sasaran seenak*dssw 🤣🤣✊🏻zxxzzzzzzzzsd
5,mantap
2,"sudah hampir 2 hari gak bisa di buka,katanya lagi gangguan..lama bangett gangguannya...parahhh"
3,saya sarankan untuk pengiriman kartu debit mandiri Livin jangan pakai NCS pakai yg lain aja cepat dan amanah... NCS ngawur
1,"aplikasi klo malam maintenance Mulu , kaga di kasih pemberitahuan, udah lama lagi maintenancenya IT nya bisa kerja gak sih"
1,gabisa di andelin saat darurat
1,"kebiasaan jam 1 pagi lewat pemeliharaan, jadi susah transaksi ngisi BBM,jadi lama"
1,livin by mandiri segera perbaiki sistem login yang mudah seperti brimo. mau masuk udah daftar di bank suruh selfi ngulang2 terus dan kode otp minta terus kan pulsa nasabah habis buat kode otp. di copy kah? gak pantes dapat bintang 1 pun karna gak fungsi apk livin by mandiri ini
5,"halo kak, aku baru buka rekening baru nih, saat aku login ke aplikasi, nomer rekening aku dibawah 16 digit kak, itu gimna ya?"
5,bagus membantu sekali
5,mantap
1,"apk tidak jelas,sering top up tapi pas mau top up nomor tidak di temukan tolong di benerin bug nya livin,gimana ntar orang buru buru ini"
2,"emg apk bodo,lalap pemeliharaan rutin"
1,"suruh update teroooossa, pas udh di update susah bgt login, muak"
5,"Min, kapan bisa tap to pay di iphone? Aku nungguin nih"
5,"kok aplikasi livin ku gak bisa di buka ya, tiap buka aplikasi langsung keluar lg.. mohon bantuan nya"
5,Sangat mudah untuk melakukan transaksi
5,top
4,Update kok fitur powercash nya hilang
1,aplikasi konyol gajelas loading lama banget sinyal bagus
5,lebih mudah proses transaksi
5,ok
1,"SUSAH BGT MAU BIKIN ATM ONLINE, KERJAAN YG DIPILIH JG GAADA. AKHIRNYA MAHASISWA, DISURUH MASUKIN DATA ORTU EH NIKNYA GA KEBACA. PERBAIKI LAH WOI APLIKASI PENTING MALAH FITUR MENYULITKAN KEK GINI"
5,bank mandiri mantap palayanannya
2,sering ganguan enggak bisa di akses ntah kenapa
5,"sangat membantu sekali dalam urusan keuangan 👍👍 tapi kenapa ya sekarang apknya sering bermasalah gini,udah masukkan nomor kartu,masa berlaku udah verifikasi lewat kode otp tapi yg muncul ""layanan ini tidak ada untuk sementara waktu"" ini udah berapa kali bolak balik buka tapi hal yg sama terulang kembali,mohon dibenarin lah ini mengganggu sekali..."
5,mantap
5,buat transaksi lebih mudah
5,MANTAPPPP
1,di perbarui semakin lemot aplikasi Livin by mandiri
1,"lupa password, tidak ada pilihan sidik jari, masukin data dari awal.. pengenalan wajah sdh 1/2 jam gagal terus.. akhirnya gagal masuk aplikasi.. mana lagi butuh banget"
3,"terlalu banyak iklan, terlalu mengganggu aktivitas kerja"
1,lemot kadang sudah kedebit namun belum terkirim dalam transaksi transfer
1,"kenapa ya mau login ke livin mandiri gabisa, layanan tidak tersedia untuk sementara, ini yang bikin ribet nasabah aja"
5,sangat bagus
1,kenapa susah untuk login
1,kenapa tidak ada power cash mandiri?
5,bagus
1,"jangan buat aplikasi lah, nyusahin aja mau login ke HP baru, no HP lama tu dah ilang, yng penting itu identitas benar, capek harus bolak balik ke bank"
1,"tolong ini sya kok g bisa daftar ya,,sya udh punya krtu nya,mau sya daftarin livin tp udh isi semua nya ,keterang nya ma malah ""untuk sementara layanan tidak tersedia"" pdhal udh sya coba tiap hari hampir seminggu,keterangan nya gtu terus,gmna ya?"
5,sangat 👍
5,sangat bagus
1,"saldo dari Livin merchant kok belum di cairkan yah,udah 2 hari ini,sudah menghubungi hiyoke cuman di musikin doang ngga ada respon apa2,tolong dong segera di atasi supaya kami sebagai nasabah tidak merasa di rugikan"
1,qrnya Kadangan ad gangguan tb tb transaksi gagal tp uang terpotong dan jadi bayar 2 kali
5,aplikasi nya bagus dan lengkap
3,kenapa ya pas pindah ke hp baru gak bisa login. banking manidiri livin
5,good luck
5,kok Livin saya gak bisa di buka ya ? padahal kemarin baik2 saja
2,"susah bgt di buka aplikasi nya, ribet deh kalo lagi buru buru"
1,"sering ada kendala ,layanan kurang bagus"
1,kenapa py q g bisa log in ya ada tlsn y sedang berada dalam panggilan
1,"sudah kirim email, unistall aplikasi, perbaharui jaringan tetap sja tidak bisa"
5,saya bisa membeli robux 😊😊😊😊😊😊😊makasih
1,sangat mudah terblokir apk kocak
1,aseem....tiap hari ada saja potongan ribuan 👎🏻👎🏻💩💩
2,ga bisa masuk gangguan
5,bagus
1,ges ee v
1,payah aplikasi di buka selalu dalam panggilan padahal sedang tidak nelpon
2,"kok ribet bener ya mau login, udh verifikasi balik lagi setelah password trus verifikasi lagi...trus aja gtu, perasaan sblm²nya ga serumit ini..sinyal bagus, apa hp gw yg ga support wkwk"
1,suara notifikasi kurang menarik
